accession	uid	title	organization	taxonomy	sra	geo	Sex	age	cell line	collection_date	geo_loc_name	provider	source_name	treatment	vendor id
SAMN27109554	27109554	lncap_LNCAPPS1B_A3_Bendamustine_10_24	Department of Systems Biology, Columbia University	9606	SRS13704582	GSM5985874	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Bendamustine	CRL-1740
SAMN27109555	27109555	lncap_LNCAPPS1B_H2_Decitabine_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704581	GSM5985873	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Decitabine	CRL-1740
SAMN27109556	27109556	lncap_LNCAPPS1B_G2_Vismodegib_10_24	Department of Systems Biology, Columbia University	9606	SRS13704580	GSM5985872	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Vismodegib	CRL-1740
SAMN27109557	27109557	lncap_LNCAPPS1B_F2_Letrozole_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704579	GSM5985871	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Letrozole	CRL-1740
SAMN27109558	27109558	lncap_LNCAPPS1B_E2_Cladribine_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704578	GSM5985870	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Cladribine	CRL-1740
SAMN27109559	27109559	lncap_LNCAPPS1B_D2_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13704577	GSM5985869	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27109560	27109560	lncap_LNCAPPS1B_C2_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13704576	GSM5985868	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27109561	27109561	lncap_LNCAPPS1B_B2_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704575	GSM5985867	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27109562	27109562	lncap_LNCAPPS1B_A2_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704574	GSM5985866	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27109563	27109563	lncap_LNCAPPS1B_H1_Anastrozole_10_24	Department of Systems Biology, Columbia University	9606	SRS13704573	GSM5985865	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Anastrozole	CRL-1740
SAMN27109564	27109564	lncap_LNCAPPS1B_G1_Enzalutamide_10_24	Department of Systems Biology, Columbia University	9606	SRS13704572	GSM5985864	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Enzalutamide	CRL-1740
SAMN27109565	27109565	lncap_LNCAPPS1B_F1_Irinotecan_2.5_24	Department of Systems Biology, Columbia University	9606	SRS13704571	GSM5985863	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Irinotecan	CRL-1740
SAMN27109566	27109566	lncap_LNCAPPS1B_E1_Regorafenib_5_24	Department of Systems Biology, Columbia University	9606	SRS13704570	GSM5985862	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Regorafenib	CRL-1740
SAMN27109567	27109567	lncap_LNCAPPS1B_D1_Lenalidomide_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704569	GSM5985861	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Lenalidomide	CRL-1740
SAMN27109568	27109568	lncap_LNCAPPS1B_C1_Clofarabine_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704568	GSM5985860	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Clofarabine	CRL-1740
SAMN27109569	27109569	lncap_LNCAPPS1B_B1_Pemetrexed_10_24	Department of Systems Biology, Columbia University	9606	SRS13704567	GSM5985859	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Pemetrexed	CRL-1740
SAMN27109570	27109570	lncap_LNCAPPS1B_A1_Lapatinib_4_24	Department of Systems Biology, Columbia University	9606	SRS13704566	GSM5985858	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Lapatinib	CRL-1740
SAMN27109571	27109571	lncap_LNCAPPS1A_H12_Epirubicin_0.16_24	Department of Systems Biology, Columbia University	9606	SRS13704565	GSM5985857	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Epirubicin	CRL-1740
SAMN27109572	27109572	lncap_LNCAPPS1A_G12_Ponatinib_0.135_24	Department of Systems Biology, Columbia University	9606	SRS13704564	GSM5985856	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Ponatinib	CRL-1740
SAMN27109573	27109573	lncap_LNCAPPS1A_F12_Pomalidomide_0.21_24	Department of Systems Biology, Columbia University	9606	SRS13704563	GSM5985855	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Pomalidomide	CRL-1740
SAMN27109574	27109574	lncap_LNCAPPS1A_E12_Cabazitaxel_0.27_24	Department of Systems Biology, Columbia University	9606	SRS13704562	GSM5985854	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Cabazitaxel	CRL-1740
SAMN27109575	27109575	lncap_LNCAPPS1A_D12_Bleomycin_0.275_24	Department of Systems Biology, Columbia University	9606	SRS13704561	GSM5985853	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Bleomycin	CRL-1740
SAMN27109576	27109576	lncap_LNCAPPS1A_C12_Paclitaxel_6.5_24	Department of Systems Biology, Columbia University	9606	SRS13704560	GSM5985852	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Paclitaxel	CRL-1740
SAMN27109577	27109577	lncap_LNCAPPS1A_B12_Fluorouracil_10_24	Department of Systems Biology, Columbia University	9606	SRS13704559	GSM5985851	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Fluorouracil	CRL-1740
SAMN27109578	27109578	lncap_LNCAPPS1A_A12_Sorafenib_4.5_24	Department of Systems Biology, Columbia University	9606	SRS13704558	GSM5985850	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Sorafenib	CRL-1740
SAMN27109579	27109579	lncap_LNCAPPS1A_H11_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13704557	GSM5985849	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27109580	27109580	lncap_LNCAPPS1A_G11_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13704556	GSM5985848	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27109581	27109581	lncap_LNCAPPS1A_F11_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704555	GSM5985847	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27109582	27109582	lncap_LNCAPPS1A_E11_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704554	GSM5985846	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27109583	27109583	lncap_LNCAPPS1A_D11_Sunitinib_0.045_24	Department of Systems Biology, Columbia University	9606	SRS13704553	GSM5985845	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Sunitinib	CRL-1740
SAMN27109584	27109584	lncap_LNCAPPS1A_C11_Afatinib_0.185_24	Department of Systems Biology, Columbia University	9606	SRS13704552	GSM5985844	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Afatinib	CRL-1740
SAMN27109585	27109585	lncap_LNCAPPS1A_B11_Pralatrexate_10_24	Department of Systems Biology, Columbia University	9606	SRS13704551	GSM5985843	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Pralatrexate	CRL-1740
SAMN27109586	27109586	lncap_LNCAPPS1A_A11_Dasatinib_0.345_24	Department of Systems Biology, Columbia University	9606	SRS13704550	GSM5985842	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Dasatinib	CRL-1740
SAMN27109587	27109587	lncap_LNCAPPS1A_H10_Bortezomib_0.055_24	Department of Systems Biology, Columbia University	9606	SRS13704549	GSM5985841	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Bortezomib	CRL-1740
SAMN27109588	27109588	lncap_LNCAPPS1A_G10_Panobinostat_0.005_24	Department of Systems Biology, Columbia University	9606	SRS13704548	GSM5985840	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Panobinostat	CRL-1740
SAMN27109589	27109589	lncap_LNCAPPS1A_F10_Docetaxel_6_24	Department of Systems Biology, Columbia University	9606	SRS13704547	GSM5985839	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Docetaxel	CRL-1740
SAMN27109590	27109590	lncap_LNCAPPS1A_E10_Vinorelbine_0.01_24	Department of Systems Biology, Columbia University	9606	SRS13704546	GSM5985838	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Vinorelbine	CRL-1740
SAMN27109591	27109591	lncap_LNCAPPS1A_D10_Fulvestrant_0.03_24	Department of Systems Biology, Columbia University	9606	SRS13704545	GSM5985837	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Fulvestrant	CRL-1740
SAMN27109592	27109592	lncap_LNCAPPS1A_C10_Leuprolide_0.075_24	Department of Systems Biology, Columbia University	9606	SRS13704544	GSM5985836	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Leuprolide	CRL-1740
SAMN27109593	27109593	lncap_LNCAPPS1A_B10_Ibrutinib_0.35_24	Department of Systems Biology, Columbia University	9606	SRS13704543	GSM5985835	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Ibrutinib	CRL-1740
SAMN27109594	27109594	lncap_LNCAPPS1A_A10_Carfilzomib_0.01_24	Department of Systems Biology, Columbia University	9606	SRS13704542	GSM5985834	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Carfilzomib	CRL-1740
SAMN27109595	27109595	lncap_LNCAPPS1A_H9_Trifluridine_10_24	Department of Systems Biology, Columbia University	9606	SRS13704541	GSM5985833	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Trifluridine	CRL-1740
SAMN27109596	27109596	lncap_LNCAPPS1A_G9_Ixazomib_0.155_24	Department of Systems Biology, Columbia University	9606	SRS13704540	GSM5985832	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Ixazomib	CRL-1740
SAMN27109597	27109597	lncap_LNCAPPS1A_F9_Trametinib_0.035_24	Department of Systems Biology, Columbia University	9606	SRS13704539	GSM5985831	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Trametinib	CRL-1740
SAMN27109598	27109598	lncap_LNCAPPS1A_E9_Cobimetinib (GDC-0973, RG7420)_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704538	GSM5985830	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Cobimetinib (GDC-0973, RG7420)	CRL-1740
SAMN27109599	27109599	lncap_LNCAPPS1A_D9_Ruxolitinib_10_24	Department of Systems Biology, Columbia University	9606	SRS13704537	GSM5985829	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Ruxolitinib	CRL-1740
SAMN27109600	27109600	lncap_LNCAPPS1A_C9_Osimertinib_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704536	GSM5985828	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Osimertinib	CRL-1740
SAMN27109601	27109601	lncap_LNCAPPS1A_B9_Belinostat_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704535	GSM5985827	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Belinostat	CRL-1740
SAMN27109602	27109602	lncap_LNCAPPS1A_A9_Toremifene_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704534	GSM5985826	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Toremifene	CRL-1740
SAMN27109603	27109603	lncap_LNCAPPS1A_H8_Temozolomide_10_24	Department of Systems Biology, Columbia University	9606	SRS13704533	GSM5985825	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Temozolomide	CRL-1740
SAMN27109604	27109604	lncap_LNCAPPS1A_G8_Lenvatinib_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704532	GSM5985824	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Lenvatinib	CRL-1740
SAMN27109605	27109605	lncap_LNCAPPS1A_F8_Cytarabine_10_24	Department of Systems Biology, Columbia University	9606	SRS13704531	GSM5985823	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Cytarabine	CRL-1740
SAMN27109606	27109606	lncap_LNCAPPS1A_E8_Raloxifene_0.01_24	Department of Systems Biology, Columbia University	9606	SRS13704530	GSM5985822	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Raloxifene	CRL-1740
SAMN27109607	27109607	lncap_LNCAPPS1A_D8_Ceritinib_1_24	Department of Systems Biology, Columbia University	9606	SRS13704529	GSM5985821	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Ceritinib	CRL-1740
SAMN27109608	27109608	lncap_LNCAPPS1A_C8_Thioguanine_1_24	Department of Systems Biology, Columbia University	9606	SRS13704528	GSM5985820	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Thioguanine	CRL-1740
SAMN27109609	27109609	lncap_LNCAPPS1A_B8_Tretinoin_2_24	Department of Systems Biology, Columbia University	9606	SRS13704527	GSM5985819	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Tretinoin	CRL-1740
SAMN27109610	27109610	lncap_LNCAPPS1A_A8_Vinblastine_0.165_24	Department of Systems Biology, Columbia University	9606	SRS13704526	GSM5985818	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Vinblastine	CRL-1740
SAMN27109611	27109611	lncap_LNCAPPS1A_H7_Exemestane_1_24	Department of Systems Biology, Columbia University	9606	SRS13704525	GSM5985817	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Exemestane	CRL-1740
SAMN27109612	27109612	lncap_LNCAPPS1A_G7_Methotrexate_10_24	Department of Systems Biology, Columbia University	9606	SRS13704524	GSM5985816	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Methotrexate	CRL-1740
SAMN27109613	27109613	lncap_LNCAPPS1A_F7_Etoposide_10_24	Department of Systems Biology, Columbia University	9606	SRS13704523	GSM5985815	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Etoposide	CRL-1740
SAMN27109614	27109614	lncap_LNCAPPS1A_E7_Mercaptopurine_1_24	Department of Systems Biology, Columbia University	9606	SRS13704522	GSM5985814	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Mercaptopurine	CRL-1740
SAMN27109615	27109615	lncap_LNCAPPS1A_D7_Gemcitabine_4.5_24	Department of Systems Biology, Columbia University	9606	SRS13704521	GSM5985813	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Gemcitabine	CRL-1740
SAMN27109616	27109616	lncap_LNCAPPS1A_C7_Doxorubicin_0.03_24	Department of Systems Biology, Columbia University	9606	SRS13704520	GSM5985812	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Doxorubicin	CRL-1740
SAMN27109617	27109617	lncap_LNCAPPS1A_B7_Mitomycin_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704519	GSM5985811	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Mitomycin	CRL-1740
SAMN27109618	27109618	lncap_LNCAPPS1A_A7_Mitoxantrone_0.03_24	Department of Systems Biology, Columbia University	9606	SRS13704518	GSM5985810	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Mitoxantrone	CRL-1740
SAMN27109619	27109619	lncap_LNCAPPS1A_H6_Ifosfamide_10_24	Department of Systems Biology, Columbia University	9606	SRS13704517	GSM5985809	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Ifosfamide	CRL-1740
SAMN27109620	27109620	lncap_LNCAPPS1A_G6_Topotecan_0.19_24	Department of Systems Biology, Columbia University	9606	SRS13704515	GSM5985808	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Topotecan	CRL-1740
SAMN27109621	27109621	lncap_LNCAPPS1A_F6_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13704516	GSM5985807	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27109622	27109622	lncap_LNCAPPS1A_E6_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13704514	GSM5985806	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27109623	27109623	lncap_LNCAPPS1A_D6_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704513	GSM5985805	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27109624	27109624	lncap_LNCAPPS1A_C6_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704512	GSM5985804	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27109625	27109625	lncap_LNCAPPS1A_B6_Bexarotene_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704511	GSM5985803	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Bexarotene	CRL-1740
SAMN27109626	27109626	lncap_LNCAPPS1A_A6_Imatinib_5_24	Department of Systems Biology, Columbia University	9606	SRS13704510	GSM5985802	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Imatinib	CRL-1740
SAMN27109627	27109627	lncap_LNCAPPS1A_H5_Tamoxifen_1_24	Department of Systems Biology, Columbia University	9606	SRS13704509	GSM5985801	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Tamoxifen	CRL-1740
SAMN27109628	27109628	lncap_LNCAPPS1A_G5_Nilotinib_2_24	Department of Systems Biology, Columbia University	9606	SRS13704508	GSM5985800	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Nilotinib	CRL-1740
SAMN27109629	27109629	lncap_LNCAPPS1A_F5_Vandetanib_0.125_24	Department of Systems Biology, Columbia University	9606	SRS13704507	GSM5985799	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Vandetanib	CRL-1740
SAMN27109630	27109630	lncap_LNCAPPS1A_E5_Mithramycin_0.18_24	Department of Systems Biology, Columbia University	9606	SRS13704506	GSM5985798	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Mithramycin	CRL-1740
SAMN27109631	27109631	lncap_LNCAPPS1A_D5_Olaparib_2.5_24	Department of Systems Biology, Columbia University	9606	SRS13704505	GSM5985797	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Olaparib	CRL-1740
SAMN27109632	27109632	lncap_LNCAPPS1A_C5_Everolimus_1_24	Department of Systems Biology, Columbia University	9606	SRS13704504	GSM5985796	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Everolimus	CRL-1740
SAMN27109633	27109633	lncap_LNCAPPS1A_B5_Crizotinib_0.19_24	Department of Systems Biology, Columbia University	9606	SRS13704503	GSM5985795	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Crizotinib	CRL-1740
SAMN27109634	27109634	lncap_LNCAPPS1A_A5_Ixabepilone_0.0007_24	Department of Systems Biology, Columbia University	9606	SRS13704502	GSM5985794	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Ixabepilone	CRL-1740
SAMN27109635	27109635	lncap_LNCAPPS1A_H4_Estramustine_3.5_24	Department of Systems Biology, Columbia University	9606	SRS13704501	GSM5985793	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Estramustine	CRL-1740
SAMN27109636	27109636	lncap_LNCAPPS1A_G4_Pentostatin_1_24	Department of Systems Biology, Columbia University	9606	SRS13704500	GSM5985792	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Pentostatin	CRL-1740
SAMN27109637	27109637	lncap_LNCAPPS1A_F4_Pazopanib_7.5_24	Department of Systems Biology, Columbia University	9606	SRS13704499	GSM5985791	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Pazopanib	CRL-1740
SAMN27109638	27109638	lncap_LNCAPPS1A_E4_Dabrafenib_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704498	GSM5985790	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Dabrafenib	CRL-1740
SAMN27109639	27109639	lncap_LNCAPPS1A_D4_Procarbazine_2_24	Department of Systems Biology, Columbia University	9606	SRS13704497	GSM5985789	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Procarbazine	CRL-1740
SAMN27109640	27109640	lncap_LNCAPPS1A_C4_Lomustine_7_24	Department of Systems Biology, Columbia University	9606	SRS13704496	GSM5985788	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Lomustine	CRL-1740
SAMN27109641	27109641	lncap_LNCAPPS1A_B4_Carboplatin_10_24	Department of Systems Biology, Columbia University	9606	SRS13704495	GSM5985787	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Carboplatin	CRL-1740
SAMN27109642	27109642	lncap_LNCAPPS1A_A4_Cisplatin_6_24	Department of Systems Biology, Columbia University	9606	SRS13704494	GSM5985786	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Cisplatin	CRL-1740
SAMN27109643	27109643	lncap_LNCAPPS1A_H3_Abiraterone_10_24	Department of Systems Biology, Columbia University	9606	SRS13704493	GSM5985785	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Abiraterone	CRL-1740
SAMN27109644	27109644	lncap_LNCAPPS1A_G3_Temsirolimus_1_24	Department of Systems Biology, Columbia University	9606	SRS13704492	GSM5985784	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Temsirolimus	CRL-1740
SAMN27109645	27109645	lncap_LNCAPPS1A_F3_Mitotane_10_24	Department of Systems Biology, Columbia University	9606	SRS13704491	GSM5985783	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Mitotane	CRL-1740
SAMN27109646	27109646	lncap_LNCAPPS1A_E3_Capecitabine_10_24	Department of Systems Biology, Columbia University	9606	SRS13704490	GSM5985782	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Capecitabine	CRL-1740
SAMN27109647	27109647	lncap_LNCAPPS1A_D3_Nelarabine_10_24	Department of Systems Biology, Columbia University	9606	SRS13704489	GSM5985781	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Nelarabine	CRL-1740
SAMN27109648	27109648	lncap_LNCAPPS1A_C3_Cabozantinib_1_24	Department of Systems Biology, Columbia University	9606	SRS13704488	GSM5985780	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Cabozantinib	CRL-1740
SAMN27109649	27109649	lncap_LNCAPPS1A_B3_Vemurafenib_10_24	Department of Systems Biology, Columbia University	9606	SRS13704487	GSM5985779	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Vemurafenib	CRL-1740
